Sr. No,Date Time,Slots occupied,Target,Parking Availability,Car Type
2014,05-01-2024 12:39,0,0.00%,No,SUV
2015,05-01-2024 12:42,0,0.00%,No,SUV
2016,05-01-2024 12:45,0,0.00%,No,SUV
2017,05-01-2024 12:48,0,0.00%,No,SUV
2018,05-01-2024 12:51,0,0.00%,No,SUV
2019,05-01-2024 12:54,0,0.00%,No,SUV
2020,05-01-2024 12:57,0,0.00%,No,SUV
2021,05-01-2024 13:00,0,0.00%,No,SUV
2022,05-01-2024 13:03,0,0.00%,No,SUV
2023,05-01-2024 13:06,0,0.00%,No,SUV
2024,05-01-2024 13:09,0,0.00%,No,SUV
2025,05-01-2024 13:12,0,0.00%,No,SUV
2026,05-01-2024 13:15,0,0.00%,No,SUV
2027,05-01-2024 13:18,0,0.00%,No,SUV
2028,05-01-2024 13:21,0,0.00%,No,SUV
2029,05-01-2024 13:24,0,0.00%,No,SUV
2030,05-01-2024 13:27,0,0.00%,No,SUV
2031,05-01-2024 13:30,0,0.00%,No,SUV
2032,05-01-2024 13:33,0,0.00%,No,SUV
2033,05-01-2024 13:36,0,0.00%,No,SUV
2034,05-01-2024 13:39,0,0.00%,No,SUV
2035,05-01-2024 13:42,0,0.00%,No,SUV
2036,05-01-2024 13:45,0,0.00%,No,SUV
2037,05-01-2024 13:48,0,0.00%,No,SUV
2038,05-01-2024 13:51,0,0.00%,No,SUV
2039,05-01-2024 13:54,0,0.00%,No,SUV
2040,05-01-2024 13:57,0,0.00%,No,SUV
2041,05-01-2024 14:00,0,0.00%,No,SUV
2042,05-01-2024 14:03,0,0.00%,No,SUV
2043,05-01-2024 14:06,0,0.00%,No,SUV
2044,05-01-2024 14:09,0,0.00%,No,SUV
2045,05-01-2024 14:12,0,0.00%,No,SUV
2046,05-01-2024 14:15,0,0.00%,No,SUV
2047,05-01-2024 14:18,0,0.00%,No,SUV
2048,05-01-2024 14:21,0,0.00%,No,SUV
2049,05-01-2024 14:24,0,0.00%,No,SUV
2050,05-01-2024 14:27,0,0.00%,No,SUV
2051,05-01-2024 14:30,0,0.00%,No,SUV
2052,05-01-2024 14:33,0,0.00%,No,SUV
2053,05-01-2024 14:36,0,0.00%,No,SUV
2054,05-01-2024 14:39,0,0.00%,No,SUV
2055,05-01-2024 14:42,0,0.00%,No,SUV
2056,05-01-2024 14:45,0,0.00%,No,SUV
2057,05-01-2024 14:48,0,0.00%,No,SUV
2058,05-01-2024 14:51,0,0.00%,No,SUV
2059,05-01-2024 14:54,0,0.00%,No,SUV
2060,05-01-2024 14:57,0,0.00%,No,SUV
2061,05-01-2024 15:00,0,0.00%,No,SUV
2062,05-01-2024 15:03,0,0.00%,No,SUV
2063,05-01-2024 15:06,0,0.00%,No,SUV
2064,05-01-2024 15:09,0,0.00%,No,SUV
2065,05-01-2024 15:12,0,0.00%,No,SUV
2066,05-01-2024 15:15,0,0.00%,No,SUV
2067,05-01-2024 15:18,0,0.00%,No,SUV
2068,05-01-2024 15:21,0,0.00%,No,SUV
2069,05-01-2024 15:24,0,0.00%,No,SUV
2070,05-01-2024 15:27,0,0.00%,No,SUV
2071,05-01-2024 15:30,0,0.00%,No,SUV
2072,05-01-2024 15:33,0,0.00%,No,SUV
2073,05-01-2024 15:36,0,0.00%,No,SUV
2074,05-01-2024 15:39,0,0.00%,No,SUV
2075,05-01-2024 15:42,0,0.00%,No,SUV
2076,05-01-2024 15:45,0,0.00%,No,SUV
2077,05-01-2024 15:48,0,0.00%,No,SUV
2078,05-01-2024 15:51,0,0.00%,No,SUV
2079,05-01-2024 15:54,0,0.00%,No,SUV
2080,05-01-2024 15:57,0,0.00%,No,SUV
2081,05-01-2024 16:00,0,0.00%,No,SUV
2082,05-01-2024 16:03,0,0.00%,No,SUV
2083,05-01-2024 16:06,0,0.00%,No,SUV
2084,05-01-2024 16:09,0,0.00%,No,SUV
2085,05-01-2024 16:12,0,0.00%,No,SUV
2086,05-01-2024 16:15,0,0.00%,No,SUV
2087,05-01-2024 16:18,0,0.00%,No,SUV
2088,05-01-2024 16:21,0,0.00%,No,SUV
2089,05-01-2024 16:24,0,0.00%,No,SUV
2090,05-01-2024 16:27,0,0.00%,No,SUV
2091,05-01-2024 16:30,0,0.00%,No,SUV
2092,05-01-2024 16:33,0,0.00%,No,SUV
2093,05-01-2024 16:36,0,0.00%,No,SUV
2094,05-01-2024 16:39,0,0.00%,No,SUV
2095,05-01-2024 16:42,0,0.00%,No,SUV
2096,05-01-2024 16:45,0,0.00%,No,SUV
2097,05-01-2024 16:48,0,0.00%,No,SUV
2098,05-01-2024 16:51,0,0.00%,No,SUV
2099,05-01-2024 16:54,0,0.00%,No,SUV
2100,05-01-2024 16:57,0,0.00%,No,SUV
2101,05-01-2024 17:00,0,0.00%,No,SUV
2102,05-01-2024 17:03,0,0.00%,No,SUV
2103,05-01-2024 17:06,0,0.00%,No,SUV
2104,05-01-2024 17:09,0,0.00%,No,SUV
2105,05-01-2024 17:12,0,0.00%,No,SUV
2106,05-01-2024 17:15,0,0.00%,No,SUV
2107,05-01-2024 17:18,0,0.00%,No,SUV
2108,05-01-2024 17:21,0,0.00%,No,SUV
2109,05-01-2024 17:24,0,0.00%,No,SUV
2110,05-01-2024 17:27,0,0.00%,No,SUV
2111,05-01-2024 17:30,0,0.00%,No,SUV
2112,05-01-2024 17:33,0,0.00%,No,SUV
2113,05-01-2024 17:36,0,0.00%,No,SUV
2114,05-01-2024 17:39,0,0.00%,No,SUV
2115,05-01-2024 17:42,0,0.00%,No,SUV
2116,05-01-2024 17:45,0,0.00%,No,SUV
2117,05-01-2024 17:48,0,0.00%,No,SUV
2118,05-01-2024 17:51,0,0.00%,No,SUV
2119,05-01-2024 17:54,0,0.00%,No,SUV
2120,05-01-2024 17:57,0,0.00%,No,SUV
2121,05-01-2024 18:00,0,0.00%,No,SUV
2122,05-01-2024 18:03,0,0.00%,No,SUV
2123,05-01-2024 18:06,0,0.00%,No,SUV
2124,05-01-2024 18:09,0,0.00%,No,SUV
2125,05-01-2024 18:12,0,0.00%,No,SUV
2126,05-01-2024 18:15,0,0.00%,No,SUV
2127,05-01-2024 18:18,0,0.00%,No,SUV
2128,05-01-2024 18:21,0,0.00%,No,SUV
2129,05-01-2024 18:24,0,0.00%,No,SUV
2130,05-01-2024 18:27,0,0.00%,No,SUV
2131,05-01-2024 18:30,0,0.00%,No,SUV
2132,05-01-2024 18:33,0,0.00%,No,SUV
2133,05-01-2024 18:36,0,0.00%,No,SUV
2134,05-01-2024 18:39,0,0.00%,No,SUV
2135,05-01-2024 18:42,0,0.00%,No,SUV
2136,05-01-2024 18:45,0,0.00%,No,SUV
2137,05-01-2024 18:48,0,0.00%,No,SUV
2138,05-01-2024 18:51,0,0.00%,No,SUV
2139,05-01-2024 18:54,0,0.00%,No,SUV
2140,05-01-2024 18:57,0,0.00%,No,SUV
2141,05-01-2024 19:00,300,100.00%,Yes,SUV
2142,05-01-2024 19:03,300,100.00%,Yes,SUV
2143,05-01-2024 19:06,300,100.00%,Yes,SUV
2144,05-01-2024 19:09,300,100.00%,Yes,SUV
2145,05-01-2024 19:12,300,100.00%,Yes,SUV
2146,05-01-2024 19:15,300,100.00%,Yes,SUV
2147,05-01-2024 19:18,300,100.00%,Yes,SUV
2148,05-01-2024 19:21,300,100.00%,Yes,SUV
2149,05-01-2024 19:24,300,100.00%,Yes,SUV
2150,05-01-2024 19:27,300,100.00%,Yes,SUV
2151,05-01-2024 19:30,300,100.00%,Yes,SUV
2152,05-01-2024 19:33,300,100.00%,Yes,SUV
2153,05-01-2024 19:36,300,100.00%,Yes,SUV
2154,05-01-2024 19:39,300,100.00%,Yes,SUV
2155,05-01-2024 19:42,300,100.00%,Yes,SUV
2156,05-01-2024 19:45,300,100.00%,Yes,SUV
2157,05-01-2024 19:48,300,100.00%,Yes,SUV
2158,05-01-2024 19:51,300,100.00%,Yes,SUV
2159,05-01-2024 19:54,300,100.00%,Yes,SUV
2160,05-01-2024 19:57,300,100.00%,Yes,SUV
2161,05-01-2024 20:00,300,100.00%,Yes,SUV
2162,05-01-2024 20:03,300,100.00%,Yes,SUV
2163,05-01-2024 20:06,300,100.00%,Yes,SUV
2164,05-01-2024 20:09,300,100.00%,Yes,SUV
2165,05-01-2024 20:12,300,100.00%,Yes,SUV
2166,05-01-2024 20:15,300,100.00%,Yes,SUV
2167,05-01-2024 20:18,300,100.00%,Yes,SUV
2168,05-01-2024 20:21,300,100.00%,Yes,SUV
2169,05-01-2024 20:24,300,100.00%,Yes,SUV
2170,05-01-2024 20:27,300,100.00%,Yes,SUV
2171,05-01-2024 20:30,300,100.00%,Yes,SUV
2172,05-01-2024 20:33,300,100.00%,Yes,SUV
2173,05-01-2024 20:36,300,100.00%,Yes,SUV
2174,05-01-2024 20:39,300,100.00%,Yes,SUV
2175,05-01-2024 20:42,300,100.00%,Yes,SUV
2176,05-01-2024 20:45,300,100.00%,Yes,SUV
2177,05-01-2024 20:48,300,100.00%,Yes,SUV
2178,05-01-2024 20:51,300,100.00%,Yes,SUV
2179,05-01-2024 20:54,300,100.00%,Yes,SUV
2180,05-01-2024 20:57,300,100.00%,Yes,SUV
2181,05-01-2024 21:00,300,100.00%,Yes,SUV
2182,05-01-2024 21:03,300,100.00%,Yes,SUV
2183,05-01-2024 21:06,300,100.00%,Yes,SUV
2184,05-01-2024 21:09,300,100.00%,Yes,SUV
2185,05-01-2024 21:12,300,100.00%,Yes,SUV
2186,05-01-2024 21:15,300,100.00%,Yes,SUV
2187,05-01-2024 21:18,300,100.00%,Yes,SUV
2188,05-01-2024 21:21,300,100.00%,Yes,SUV
2189,05-01-2024 21:24,300,100.00%,Yes,SUV
2190,05-01-2024 21:27,300,100.00%,Yes,SUV
2191,05-01-2024 21:30,300,100.00%,Yes,SUV
2192,05-01-2024 21:33,300,100.00%,Yes,SUV
2193,05-01-2024 21:36,300,100.00%,Yes,SUV
2194,05-01-2024 21:39,300,100.00%,Yes,SUV
2195,05-01-2024 21:42,300,100.00%,Yes,SUV
2196,05-01-2024 21:45,300,100.00%,Yes,SUV
2197,05-01-2024 21:48,300,100.00%,Yes,SUV
2198,05-01-2024 21:51,300,100.00%,Yes,SUV
2199,05-01-2024 21:54,300,100.00%,Yes,SUV
2200,05-01-2024 21:57,300,100.00%,Yes,SUV
2201,05-01-2024 22:00,300,100.00%,Yes,SUV
2202,05-01-2024 22:03,300,100.00%,Yes,SUV
2203,05-01-2024 22:06,300,100.00%,Yes,SUV
2204,05-01-2024 22:09,300,100.00%,Yes,SUV
2205,05-01-2024 22:12,300,100.00%,Yes,SUV
2206,05-01-2024 22:15,300,100.00%,Yes,SUV
2207,05-01-2024 22:18,300,100.00%,Yes,SUV
2208,05-01-2024 22:21,300,100.00%,Yes,SUV
2209,05-01-2024 22:24,300,100.00%,Yes,SUV
2210,05-01-2024 22:27,300,100.00%,Yes,SUV
2211,05-01-2024 22:30,300,100.00%,Yes,SUV
2212,05-01-2024 22:33,300,100.00%,Yes,SUV
2213,05-01-2024 22:36,300,100.00%,Yes,SUV
2214,05-01-2024 22:39,300,100.00%,Yes,SUV
2215,05-01-2024 22:42,300,100.00%,Yes,SUV
2216,05-01-2024 22:45,300,100.00%,Yes,SUV
2217,05-01-2024 22:48,300,100.00%,Yes,SUV
2218,05-01-2024 22:51,300,100.00%,Yes,SUV
2219,05-01-2024 22:54,300,100.00%,Yes,SUV
2220,05-01-2024 22:57,300,100.00%,Yes,SUV
2221,05-01-2024 23:00,300,100.00%,Yes,SUV
2222,05-01-2024 23:03,300,100.00%,Yes,SUV
2223,05-01-2024 23:06,300,100.00%,Yes,SUV
2224,05-01-2024 23:09,300,100.00%,Yes,SUV
2225,05-01-2024 23:12,300,100.00%,Yes,SUV
2226,05-01-2024 23:15,300,100.00%,Yes,SUV
2227,05-01-2024 23:18,300,100.00%,Yes,SUV
2228,05-01-2024 23:21,300,100.00%,Yes,SUV
2229,05-01-2024 23:24,300,100.00%,Yes,SUV
2230,05-01-2024 23:27,300,100.00%,Yes,SUV
2231,05-01-2024 23:30,300,100.00%,Yes,SUV
2232,05-01-2024 23:33,300,100.00%,Yes,SUV
2233,05-01-2024 23:36,300,100.00%,Yes,SUV
2234,05-01-2024 23:39,300,100.00%,Yes,SUV
2235,05-01-2024 23:42,300,100.00%,Yes,SUV
2236,05-01-2024 23:45,300,100.00%,Yes,SUV
2237,05-01-2024 23:48,300,100.00%,Yes,SUV
2238,05-01-2024 23:51,300,100.00%,Yes,SUV
2239,05-01-2024 23:54,300,100.00%,Yes,SUV
2240,05-01-2024 23:57,300,100.00%,Yes,SUV
2241,06-01-2024 00:00,300,100.00%,Yes,SUV
2242,06-01-2024 00:03,300,100.00%,Yes,SUV
2243,06-01-2024 00:06,300,100.00%,Yes,SUV
2244,06-01-2024 00:09,300,100.00%,Yes,SUV
2245,06-01-2024 00:12,300,100.00%,Yes,SUV
2246,06-01-2024 00:15,300,100.00%,Yes,SUV
2247,06-01-2024 00:18,300,100.00%,Yes,SUV
2248,06-01-2024 00:21,300,100.00%,Yes,SUV
2249,06-01-2024 00:24,300,100.00%,Yes,SUV
2250,06-01-2024 00:27,300,100.00%,Yes,SUV
2251,06-01-2024 00:30,300,100.00%,Yes,SUV
2252,06-01-2024 00:33,300,100.00%,Yes,SUV
2253,06-01-2024 00:36,300,100.00%,Yes,SUV
2254,06-01-2024 00:39,300,100.00%,Yes,SUV
2255,06-01-2024 00:42,300,100.00%,Yes,SUV
2256,06-01-2024 00:45,300,100.00%,Yes,SUV
2257,06-01-2024 00:48,300,100.00%,Yes,SUV
2258,06-01-2024 00:51,300,100.00%,Yes,SUV
2259,06-01-2024 00:54,300,100.00%,Yes,SUV
2260,06-01-2024 00:57,300,100.00%,Yes,SUV
2261,06-01-2024 01:00,300,100.00%,Yes,SUV
2262,06-01-2024 01:03,300,100.00%,Yes,SUV
2263,06-01-2024 01:06,300,100.00%,Yes,SUV
2264,06-01-2024 01:09,300,100.00%,Yes,SUV
2265,06-01-2024 01:12,300,100.00%,Yes,SUV
2266,06-01-2024 01:15,300,100.00%,Yes,SUV
2267,06-01-2024 01:18,300,100.00%,Yes,SUV
2268,06-01-2024 01:21,300,100.00%,Yes,SUV
2269,06-01-2024 01:24,300,100.00%,Yes,SUV
2270,06-01-2024 01:27,300,100.00%,Yes,SUV
2271,06-01-2024 01:30,300,100.00%,Yes,SUV
2272,06-01-2024 01:33,300,100.00%,Yes,SUV
2273,06-01-2024 01:36,300,100.00%,Yes,SUV
2274,06-01-2024 01:39,300,100.00%,Yes,SUV
2275,06-01-2024 01:42,300,100.00%,Yes,SUV
2276,06-01-2024 01:45,300,100.00%,Yes,SUV
2277,06-01-2024 01:48,300,100.00%,Yes,SUV
2278,06-01-2024 01:51,300,100.00%,Yes,SUV
2279,06-01-2024 01:54,300,100.00%,Yes,SUV
2280,06-01-2024 01:57,300,100.00%,Yes,SUV
2281,06-01-2024 02:00,300,100.00%,Yes,SUV
2282,06-01-2024 02:03,300,100.00%,Yes,SUV
2283,06-01-2024 02:06,300,100.00%,Yes,SUV
2284,06-01-2024 02:09,300,100.00%,Yes,SUV
2285,06-01-2024 02:12,300,100.00%,Yes,SUV
2286,06-01-2024 02:15,300,100.00%,Yes,SUV
2287,06-01-2024 02:18,300,100.00%,Yes,SUV
2288,06-01-2024 02:21,300,100.00%,Yes,SUV
2289,06-01-2024 02:24,300,100.00%,Yes,SUV
2290,06-01-2024 02:27,300,100.00%,Yes,SUV
2291,06-01-2024 02:30,300,100.00%,Yes,SUV
2292,06-01-2024 02:33,300,100.00%,Yes,SUV
2293,06-01-2024 02:36,300,100.00%,Yes,SUV
2294,06-01-2024 02:39,300,100.00%,Yes,SUV
2295,06-01-2024 02:42,300,100.00%,Yes,SUV
2296,06-01-2024 02:45,300,100.00%,Yes,SUV
2297,06-01-2024 02:48,300,100.00%,Yes,SUV
2298,06-01-2024 02:51,300,100.00%,Yes,SUV
2299,06-01-2024 02:54,300,100.00%,Yes,SUV
2300,06-01-2024 02:57,300,100.00%,Yes,SUV
2301,06-01-2024 03:00,300,100.00%,Yes,SUV
2302,06-01-2024 03:03,300,100.00%,Yes,SUV
2303,06-01-2024 03:06,300,100.00%,Yes,SUV
2304,06-01-2024 03:09,300,100.00%,Yes,SUV
2305,06-01-2024 03:12,300,100.00%,Yes,SUV
2306,06-01-2024 03:15,300,100.00%,Yes,SUV
2307,06-01-2024 03:18,300,100.00%,Yes,SUV
2308,06-01-2024 03:21,300,100.00%,Yes,SUV
2309,06-01-2024 03:24,300,100.00%,Yes,SUV
2310,06-01-2024 03:27,300,100.00%,Yes,SUV
2311,06-01-2024 03:30,300,100.00%,Yes,SUV
2312,06-01-2024 03:33,300,100.00%,Yes,SUV
2313,06-01-2024 03:36,300,100.00%,Yes,SUV
2314,06-01-2024 03:39,300,100.00%,Yes,SUV
2315,06-01-2024 03:42,300,100.00%,Yes,SUV
2316,06-01-2024 03:45,300,100.00%,Yes,SUV
2317,06-01-2024 03:48,300,100.00%,Yes,SUV
2318,06-01-2024 03:51,300,100.00%,Yes,SUV
2319,06-01-2024 03:54,300,100.00%,Yes,SUV
2320,06-01-2024 03:57,300,100.00%,Yes,SUV
2321,06-01-2024 04:00,300,100.00%,Yes,SUV
2322,06-01-2024 04:03,300,100.00%,Yes,SUV
2323,06-01-2024 04:06,300,100.00%,Yes,SUV
2324,06-01-2024 04:09,300,100.00%,Yes,SUV
2325,06-01-2024 04:12,300,100.00%,Yes,SUV
2326,06-01-2024 04:15,300,100.00%,Yes,SUV
2327,06-01-2024 04:18,300,100.00%,Yes,SUV
2328,06-01-2024 04:21,300,100.00%,Yes,SUV
2329,06-01-2024 04:24,300,100.00%,Yes,SUV
2330,06-01-2024 04:27,300,100.00%,Yes,SUV
2331,06-01-2024 04:30,300,100.00%,Yes,SUV
2332,06-01-2024 04:33,300,100.00%,Yes,SUV
2333,06-01-2024 04:36,300,100.00%,Yes,SUV
2334,06-01-2024 04:39,300,100.00%,Yes,SUV
2335,06-01-2024 04:42,300,100.00%,Yes,SUV
2336,06-01-2024 04:45,300,100.00%,Yes,SUV
2337,06-01-2024 04:48,300,100.00%,Yes,SUV
2338,06-01-2024 04:51,300,100.00%,Yes,SUV
2339,06-01-2024 04:54,300,100.00%,Yes,SUV
2340,06-01-2024 04:57,300,100.00%,Yes,SUV
2341,06-01-2024 05:00,300,100.00%,Yes,SUV
2342,06-01-2024 05:03,300,100.00%,Yes,SUV
2343,06-01-2024 05:06,300,100.00%,Yes,SUV
2344,06-01-2024 05:09,300,100.00%,Yes,SUV
2345,06-01-2024 05:12,300,100.00%,Yes,SUV
2346,06-01-2024 05:15,300,100.00%,Yes,SUV
2347,06-01-2024 05:18,300,100.00%,Yes,SUV
2348,06-01-2024 05:21,300,100.00%,Yes,SUV
2349,06-01-2024 05:24,300,100.00%,Yes,SUV
2350,06-01-2024 05:27,300,100.00%,Yes,SUV
2351,06-01-2024 05:30,300,100.00%,Yes,SUV
2352,06-01-2024 05:33,300,100.00%,Yes,SUV
2353,06-01-2024 05:36,300,100.00%,Yes,SUV
2354,06-01-2024 05:39,300,100.00%,Yes,SUV
2355,06-01-2024 05:42,300,100.00%,Yes,SUV
2356,06-01-2024 05:45,300,100.00%,Yes,SUV
2357,06-01-2024 05:48,300,100.00%,Yes,SUV
2358,06-01-2024 05:51,300,100.00%,Yes,SUV
2359,06-01-2024 05:54,300,100.00%,Yes,SUV
2360,06-01-2024 05:57,300,100.00%,Yes,SUV
2361,06-01-2024 06:00,300,100.00%,Yes,SUV
2362,06-01-2024 06:03,300,100.00%,Yes,SUV
2363,06-01-2024 06:06,300,100.00%,Yes,SUV
2364,06-01-2024 06:09,300,100.00%,Yes,SUV
2365,06-01-2024 06:12,300,100.00%,Yes,SUV
2366,06-01-2024 06:15,300,100.00%,Yes,SUV
2367,06-01-2024 06:18,300,100.00%,Yes,SUV
2368,06-01-2024 06:21,300,100.00%,Yes,SUV
2369,06-01-2024 06:24,300,100.00%,Yes,SUV
2370,06-01-2024 06:27,300,100.00%,Yes,SUV
2371,06-01-2024 06:30,300,100.00%,Yes,SUV
2372,06-01-2024 06:33,300,100.00%,Yes,SUV
2373,06-01-2024 06:36,300,100.00%,Yes,SUV
2374,06-01-2024 06:39,300,100.00%,Yes,SUV
2375,06-01-2024 06:42,300,100.00%,Yes,SUV
2376,06-01-2024 06:45,300,100.00%,Yes,SUV
2377,06-01-2024 06:48,300,100.00%,Yes,SUV
2378,06-01-2024 06:51,300,100.00%,Yes,SUV
2379,06-01-2024 06:54,300,100.00%,Yes,SUV
2380,06-01-2024 06:57,300,100.00%,Yes,SUV
2381,06-01-2024 07:00,300,100.00%,Yes,SUV
2382,06-01-2024 07:03,300,100.00%,Yes,SUV
2383,06-01-2024 07:06,300,100.00%,Yes,SUV
2384,06-01-2024 07:09,300,100.00%,Yes,SUV
2385,06-01-2024 07:12,300,100.00%,Yes,SUV
2386,06-01-2024 07:15,300,100.00%,Yes,SUV
2387,06-01-2024 07:18,300,100.00%,Yes,SUV
2388,06-01-2024 07:21,300,100.00%,Yes,SUV
2389,06-01-2024 07:24,300,100.00%,Yes,SUV
2390,06-01-2024 07:27,300,100.00%,Yes,SUV
2391,06-01-2024 07:30,300,100.00%,Yes,SUV
2392,06-01-2024 07:33,300,100.00%,Yes,SUV
2393,06-01-2024 07:36,300,100.00%,Yes,SUV
2394,06-01-2024 07:39,300,100.00%,Yes,SUV
2395,06-01-2024 07:42,300,100.00%,Yes,SUV
2396,06-01-2024 07:45,300,100.00%,Yes,SUV
2397,06-01-2024 07:48,300,100.00%,Yes,SUV
2398,06-01-2024 07:51,300,100.00%,Yes,SUV
2399,06-01-2024 07:54,300,100.00%,Yes,SUV
2400,06-01-2024 07:57,300,100.00%,Yes,SUV
2401,06-01-2024 08:00,300,100.00%,Yes,SUV
2402,06-01-2024 08:03,300,100.00%,Yes,SUV
2403,06-01-2024 08:06,300,100.00%,Yes,SUV
2404,06-01-2024 08:09,300,100.00%,Yes,SUV
2405,06-01-2024 08:12,300,100.00%,Yes,SUV
2406,06-01-2024 08:15,300,100.00%,Yes,SUV
2407,06-01-2024 08:18,300,100.00%,Yes,SUV
2408,06-01-2024 08:21,300,100.00%,Yes,SUV
2409,06-01-2024 08:24,300,100.00%,Yes,SUV
2410,06-01-2024 08:27,300,100.00%,Yes,SUV
2411,06-01-2024 08:30,300,100.00%,Yes,SUV
2412,06-01-2024 08:33,300,100.00%,Yes,SUV
2413,06-01-2024 08:36,300,100.00%,Yes,SUV
2414,06-01-2024 08:39,300,100.00%,Yes,SUV
2415,06-01-2024 08:42,295,98.33%,Yes,SUV
2416,06-01-2024 08:45,294,98.00%,Yes,SUV
2417,06-01-2024 08:48,293,97.67%,Yes,SUV
2418,06-01-2024 08:51,292,97.33%,Yes,SUV
2419,06-01-2024 08:54,291,97.00%,Yes,SUV
2420,06-01-2024 08:57,290,96.67%,Yes,SUV
2421,06-01-2024 09:00,290,96.67%,Yes,SUV
2422,06-01-2024 09:03,270,90.00%,Yes,SUV
2423,06-01-2024 09:06,270,90.00%,Yes,SUV
2424,06-01-2024 09:09,270,90.00%,Yes,SUV
2425,06-01-2024 09:12,270,90.00%,Yes,SUV
2426,06-01-2024 09:15,270,90.00%,Yes,SUV
2427,06-01-2024 09:18,270,90.00%,Yes,SUV
2428,06-01-2024 09:21,270,90.00%,Yes,SUV
2429,06-01-2024 09:24,270,90.00%,Yes,SUV
2430,06-01-2024 09:27,270,90.00%,Yes,SUV
2431,06-01-2024 09:30,270,90.00%,Yes,SUV
2432,06-01-2024 09:33,270,90.00%,Yes,SUV
2433,06-01-2024 09:36,270,90.00%,Yes,SUV
2434,06-01-2024 09:39,270,90.00%,Yes,SUV
2435,06-01-2024 09:42,270,90.00%,Yes,SUV
2436,06-01-2024 09:45,270,90.00%,Yes,SUV
2437,06-01-2024 09:48,270,90.00%,Yes,SUV
2438,06-01-2024 09:51,270,90.00%,Yes,SUV
2439,06-01-2024 09:54,270,90.00%,Yes,SUV
2440,06-01-2024 09:57,270,90.00%,Yes,SUV
2441,06-01-2024 10:00,270,90.00%,Yes,SUV
2442,06-01-2024 10:03,270,90.00%,Yes,SUV
2443,06-01-2024 10:06,270,90.00%,Yes,SUV
2444,06-01-2024 10:09,270,90.00%,Yes,SUV
2445,06-01-2024 10:12,270,90.00%,Yes,SUV
2446,06-01-2024 10:15,270,90.00%,Yes,SUV
2447,06-01-2024 10:18,270,90.00%,Yes,SUV
2448,06-01-2024 10:21,270,90.00%,Yes,SUV
2449,06-01-2024 10:24,270,90.00%,Yes,SUV
2450,06-01-2024 10:27,270,90.00%,Yes,SUV
2451,06-01-2024 10:30,270,90.00%,Yes,SUV
2452,06-01-2024 10:33,270,90.00%,Yes,SUV
2453,06-01-2024 10:36,270,90.00%,Yes,SUV
2454,06-01-2024 10:39,270,90.00%,Yes,SUV
2455,06-01-2024 10:42,270,90.00%,Yes,SUV
2456,06-01-2024 10:45,270,90.00%,Yes,SUV
2457,06-01-2024 10:48,270,90.00%,Yes,SUV
2458,06-01-2024 10:51,270,90.00%,Yes,SUV
2459,06-01-2024 10:54,270,90.00%,Yes,SUV
2460,06-01-2024 10:57,270,90.00%,Yes,SUV
2461,06-01-2024 11:00,270,90.00%,Yes,SUV
2462,06-01-2024 11:03,270,90.00%,Yes,SUV
2463,06-01-2024 11:06,270,90.00%,Yes,SUV
2464,06-01-2024 11:09,270,90.00%,Yes,SUV
2465,06-01-2024 11:12,270,90.00%,Yes,SUV
2466,06-01-2024 11:15,270,90.00%,Yes,SUV
2467,06-01-2024 11:18,270,90.00%,Yes,SUV
2468,06-01-2024 11:21,270,90.00%,Yes,SUV
2469,06-01-2024 11:24,270,90.00%,Yes,SUV
2470,06-01-2024 11:27,270,90.00%,Yes,SUV
2471,06-01-2024 11:30,270,90.00%,Yes,SUV
2472,06-01-2024 11:33,270,90.00%,Yes,SUV
2473,06-01-2024 11:36,270,90.00%,Yes,SUV
2474,06-01-2024 11:39,270,90.00%,Yes,SUV
2475,06-01-2024 11:42,270,90.00%,Yes,SUV
2476,06-01-2024 11:45,270,90.00%,Yes,SUV
2477,06-01-2024 11:48,270,90.00%,Yes,SUV
2478,06-01-2024 11:51,270,90.00%,Yes,SUV
2479,06-01-2024 11:54,270,90.00%,Yes,SUV
2480,06-01-2024 11:57,270,90.00%,Yes,SUV
2481,06-01-2024 12:00,270,90.00%,Yes,SUV
2482,06-01-2024 12:03,270,90.00%,Yes,SUV
2483,06-01-2024 12:06,270,90.00%,Yes,SUV
2484,06-01-2024 12:09,270,90.00%,Yes,SUV
2485,06-01-2024 12:12,270,90.00%,Yes,SUV
2486,06-01-2024 12:15,270,90.00%,Yes,SUV
2487,06-01-2024 12:18,270,90.00%,Yes,SUV
2488,06-01-2024 12:21,270,90.00%,Yes,SUV
2489,06-01-2024 12:24,270,90.00%,Yes,SUV
2490,06-01-2024 12:27,270,90.00%,Yes,SUV
2491,06-01-2024 12:30,270,90.00%,Yes,SUV
2492,06-01-2024 12:33,270,90.00%,Yes,SUV
2493,06-01-2024 12:36,270,90.00%,Yes,SUV
2494,06-01-2024 12:39,270,90.00%,Yes,SUV
2495,06-01-2024 12:42,270,90.00%,Yes,SUV
2496,06-01-2024 12:45,270,90.00%,Yes,SUV
2497,06-01-2024 12:48,270,90.00%,Yes,SUV
2498,06-01-2024 12:51,270,90.00%,Yes,SUV
2499,06-01-2024 12:54,270,90.00%,Yes,SUV
2500,06-01-2024 12:57,270,90.00%,Yes,SUV
2501,06-01-2024 13:00,270,90.00%,Yes,SUV
2502,06-01-2024 13:03,270,90.00%,Yes,SUV
2503,06-01-2024 13:06,270,90.00%,Yes,SUV
